name,episode_title,location,sub_location,time
Podrick Payne,First of His Name,The Riverlands,The Kingsroad,90
Sandor Clegane,First of His Name,The Riverlands,To The Eyrie,14
Arya Stark,First of His Name,The Riverlands,To The Eyrie,33
Arya Stark,First of His Name,The Riverlands,To The Eyrie,107
Sandor Clegane,First of His Name,The Riverlands,To The Eyrie,107
Oberyn Martell,First of His Name,The Crownlands,King's Landing,200
Cersei Lannister,First of His Name,The Crownlands,King's Landing,200
Brienne of Tarth,First of His Name,The Riverlands,The Kingsroad,159
Podrick Payne,First of His Name,The Riverlands,The Kingsroad,159
Rast,First of His Name,North of the Wall,Craster's Keep,24
Locke,First of His Name,North of the Wall,Craster's Keep,24
Locke,First of His Name,North of the Wall,Craster's Keep,39
Meera Reed,First of His Name,North of the Wall,Craster's Keep,60
Bran Stark,First of His Name,North of the Wall,Craster's Keep,60
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,60
Hodor,First of His Name,North of the Wall,Craster's Keep,60
Bran Stark,First of His Name,North of the Wall,Craster's Keep,26
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,26
Bran Stark,First of His Name,North of the Wall,Craster's Keep,46
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,46
Meera Reed,First of His Name,North of the Wall,Craster's Keep,46
Jon Snow,First of His Name,North of the Wall,Craster's Keep,60
Eddison Tollett,First of His Name,North of the Wall,Craster's Keep,60
Locke,First of His Name,North of the Wall,Craster's Keep,60
Grenn,First of His Name,North of the Wall,Craster's Keep,60
Karl Tanner,First of His Name,North of the Wall,Craster's Keep,157
Meera Reed,First of His Name,North of the Wall,Craster's Keep,157
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,157
Bran Stark,First of His Name,North of the Wall,Craster's Keep,157
Hodor,First of His Name,North of the Wall,Craster's Keep,157
Karl Tanner,First of His Name,North of the Wall,Craster's Keep,4
Meera Reed,First of His Name,North of the Wall,Craster's Keep,4
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,4
Bran Stark,First of His Name,North of the Wall,Craster's Keep,4
Hodor,First of His Name,North of the Wall,Craster's Keep,4
Rast,First of His Name,North of the Wall,Craster's Keep,4
Jon Snow,First of His Name,North of the Wall,Craster's Keep,29
Grenn,First of His Name,North of the Wall,Craster's Keep,29
Locke,First of His Name,North of the Wall,Craster's Keep,29
Meera Reed,First of His Name,North of the Wall,Craster's Keep,37
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,37
Bran Stark,First of His Name,North of the Wall,Craster's Keep,37
Hodor,First of His Name,North of the Wall,Craster's Keep,37
Locke,First of His Name,North of the Wall,Craster's Keep,37
Grenn,First of His Name,North of the Wall,Craster's Keep,10
Eddison Tollett,First of His Name,North of the Wall,Craster's Keep,10
Meera Reed,First of His Name,North of the Wall,Craster's Keep,25
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,25
Bran Stark,First of His Name,North of the Wall,Craster's Keep,25
Hodor,First of His Name,North of the Wall,Craster's Keep,25
Locke,First of His Name,North of the Wall,Craster's Keep,25
Jon Snow,First of His Name,North of the Wall,Craster's Keep,12
Bran Stark,First of His Name,North of the Wall,Craster's Keep,39
Locke,First of His Name,North of the Wall,Craster's Keep,39
Hodor,First of His Name,North of the Wall,Craster's Keep,39
Bran Stark,First of His Name,North of the Wall,Craster's Keep,11
Hodor,First of His Name,North of the Wall,Craster's Keep,11
Jon Snow,First of His Name,North of the Wall,Craster's Keep,12
Bran Stark,First of His Name,North of the Wall,Craster's Keep,12
Meera Reed,First of His Name,North of the Wall,Craster's Keep,40
Jojen Reed,First of His Name,North of the Wall,Craster's Keep,40
Bran Stark,First of His Name,North of the Wall,Craster's Keep,40
Hodor,First of His Name,North of the Wall,Craster's Keep,40
Jon Snow,First of His Name,North of the Wall,Craster's Keep,40
Karl Tanner,First of His Name,North of the Wall,Craster's Keep,84
Jon Snow,First of His Name,North of the Wall,Craster's Keep,84
Karl Tanner,First of His Name,North of the Wall,Craster's Keep,31
Jon Snow,First of His Name,North of the Wall,Craster's Keep,31
Sissy,First of His Name,North of the Wall,Craster's Keep,31
Jon Snow,First of His Name,North of the Wall,Craster's Keep,22
Sissy,First of His Name,North of the Wall,Craster's Keep,22
Jon Snow,First of His Name,North of the Wall,Craster's Keep,34
Grenn,First of His Name,North of the Wall,Craster's Keep,34
Sissy,First of His Name,North of the Wall,Craster's Keep,34
Locke,First of His Name,North of the Wall,Craster's Keep,34
Eddison Tollett,First of His Name,North of the Wall,Craster's Keep,34
Rast,First of His Name,North of the Wall,Craster's Keep,38
Ghost,First of His Name,North of the Wall,Craster's Keep,38
Grenn,First of His Name,North of the Wall,Craster's Keep,79
Jon Snow,First of His Name,North of the Wall,Craster's Keep,79
Ghost,First of His Name,North of the Wall,Craster's Keep,79
Eddison Tollett,First of His Name,North of the Wall,Craster's Keep,79
Morag,First of His Name,North of the Wall,Craster's Keep,79
Sissy,First of His Name,North of the Wall,Craster's Keep,79
Jon Snow,First of His Name,North of the Wall,Craster's Keep,38
Eddison Tollett,First of His Name,North of the Wall,Craster's Keep,38
Grenn,First of His Name,North of the Wall,Craster's Keep,38
Morag,First of His Name,North of the Wall,Craster's Keep,38
Sissy,First of His Name,North of the Wall,Craster's Keep,38
Stannis Baratheon,The Laws of Gods and Men,Braavos,Braavos,47
Davos Seaworth,The Laws of Gods and Men,Braavos,Braavos,47
Stannis Baratheon,The Laws of Gods and Men,Braavos,Braavos,45
Davos Seaworth,The Laws of Gods and Men,Braavos,Braavos,45
Stannis Baratheon,The Laws of Gods and Men,Braavos,Braavos,263
Davos Seaworth,The Laws of Gods and Men,Braavos,Braavos,263
Tycho Nestoris,The Laws of Gods and Men,Braavos,Braavos,263
Salladhor Saan,The Laws of Gods and Men,Braavos,Braavos,26
Lhara,The Laws of Gods and Men,Braavos,Braavos,26
Bathhouse Prostitute,The Laws of Gods and Men,Braavos,Braavos,26
Salladhor Saan,The Laws of Gods and Men,Braavos,Braavos,119
Lhara,The Laws of Gods and Men,Braavos,Braavos,119
Bathhouse Prostitute,The Laws of Gods and Men,Braavos,Braavos,119
Davos Seaworth,The Laws of Gods and Men,Braavos,Braavos,119
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,22
Myranda,The Laws of Gods and Men,The North,The Dreadfort,11
Ramsay Snow,The Laws of Gods and Men,The North,The Dreadfort,11
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,6
Myranda,The Laws of Gods and Men,The North,The Dreadfort,12
Ramsay Snow,The Laws of Gods and Men,The North,The Dreadfort,12
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,13
Myranda,The Laws of Gods and Men,The North,The Dreadfort,5
Ramsay Snow,The Laws of Gods and Men,The North,The Dreadfort,5
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,7
Myranda,The Laws of Gods and Men,The North,The Dreadfort,4
Ramsay Snow,The Laws of Gods and Men,The North,The Dreadfort,4
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,36
Bolton Guard,The Laws of Gods and Men,The North,The Dreadfort,36
Theon Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,30
First Mate,The Laws of Gods and Men,The North,The Dreadfort,30
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,30
Bolton Guard,The Laws of Gods and Men,The North,The Dreadfort,30
Theon Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,54
First Mate,The Laws of Gods and Men,The North,The Dreadfort,54
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,54
Ramsay Snow,The Laws of Gods and Men,The North,The Dreadfort,82
Theon Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,82
First Mate,The Laws of Gods and Men,The North,The Dreadfort,82
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,82
First Mate,The Laws of Gods and Men,The North,The Dreadfort,11
Yara Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,11
Ironborn in Skiff,The Laws of Gods and Men,The North,The Dreadfort,11
Ramsay Snow,The Laws of Gods and Men,The North,The Dreadfort,217
Theon Greyjoy,The Laws of Gods and Men,The North,The Dreadfort,217
Goatherd,The Laws of Gods and Men,Meereen,Outside Meereen,64
Goatherd's Son,The Laws of Gods and Men,Meereen,Outside Meereen,64
Drogon,The Laws of Gods and Men,Meereen,Outside Meereen,64
Daenerys Targaryen,The Laws of Gods and Men,Meereen,Meereen,104
Barristan Selmy,The Laws of Gods and Men,Meereen,Meereen,104
Jorah Mormont,The Laws of Gods and Men,Meereen,Meereen,104
Missandei,The Laws of Gods and Men,Meereen,Meereen,104
Grey Worm,The Laws of Gods and Men,Meereen,Meereen,104
Goatherd,The Laws of Gods and Men,Meereen,Meereen,104
Daenerys Targaryen,The Laws of Gods and Men,Meereen,Meereen,187
Barristan Selmy,The Laws of Gods and Men,Meereen,Meereen,187
Jorah Mormont,The Laws of Gods and Men,Meereen,Meereen,187
Missandei,The Laws of Gods and Men,Meereen,Meereen,187
Grey Worm,The Laws of Gods and Men,Meereen,Meereen,187
Hizdahr zo Loraq,The Laws of Gods and Men,Meereen,Meereen,187
Manservant,The Laws of Gods and Men,Meereen,Meereen,187
Daenerys Targaryen,The Laws of Gods and Men,Meereen,Meereen,20
Barristan Selmy,The Laws of Gods and Men,Meereen,Meereen,20
Jorah Mormont,The Laws of Gods and Men,Meereen,Meereen,20
Missandei,The Laws of Gods and Men,Meereen,Meereen,20
Grey Worm,The Laws of Gods and Men,Meereen,Meereen,20
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,19
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,19
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,19
Grand Maester Pycelle,The Laws of Gods and Men,The Crownlands,King's Landing,19
Lord Varys,The Laws of Gods and Men,The Crownlands,King's Landing,19
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,148
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,148
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,148
Grand Maester Pycelle,The Laws of Gods and Men,The Crownlands,King's Landing,148
Lord Varys,The Laws of Gods and Men,The Crownlands,King's Landing,148
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,148
Lord Varys,The Laws of Gods and Men,The Crownlands,King's Landing,145
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,145
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,48
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,48
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Tommen Baratheon,The Laws of Gods and Men,The Crownlands,King's Landing,112
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Margaery Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Loras Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,52
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,52
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,52
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,52
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,52
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,52
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,48
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,48
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,48
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,48
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,48
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,48
Meryn Trant,The Laws of Gods and Men,The Crownlands,King's Landing,48
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,103
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,103
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,103
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,103
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,103
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,103
Margaery Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,103
Loras Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,103
Grand Maester Pycelle,The Laws of Gods and Men,The Crownlands,King's Landing,103
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,75
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,75
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,75
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,75
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,75
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,75
Margaery Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,75
Loras Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,75
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,82
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,82
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,82
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,82
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,82
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,82
Lord Varys,The Laws of Gods and Men,The Crownlands,King's Landing,82
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,34
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,34
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,34
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,34
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,34
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,34
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,137
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,137
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,78
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,78
Loras Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,78
Margaery Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,78
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,78
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,78
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,78
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,78
Shae,The Laws of Gods and Men,The Crownlands,King's Landing,267
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,267
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,267
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,267
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,267
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,267
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,267
Loras Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,267
Margaery Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,267
Tyrion Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Tywin Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Jaime Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Cersei Lannister,The Laws of Gods and Men,The Crownlands,King's Landing,112
Shae,The Laws of Gods and Men,The Crownlands,King's Landing,112
Oberyn Martell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Mace Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Loras Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Margaery Tyrell,The Laws of Gods and Men,The Crownlands,King's Landing,112
Jaime Lannister,Mockingbird,The Crownlands,King's Landing,182
Tyrion Lannister,Mockingbird,The Crownlands,King's Landing,182
Gregor Clegane,Mockingbird,The Crownlands,King's Landing,60
Cersei Lannister,Mockingbird,The Crownlands,King's Landing,60
Arya Stark,Mockingbird,The Riverlands,To The Eyrie,36
Sandor Clegane,Mockingbird,The Riverlands,To The Eyrie,36
Arya Stark,Mockingbird,The Riverlands,To The Eyrie,186
Sandor Clegane,Mockingbird,The Riverlands,To The Eyrie,186
Old Man,Mockingbird,The Riverlands,To The Eyrie,186
Arya Stark,Mockingbird,The Riverlands,To The Eyrie,7
Sandor Clegane,Mockingbird,The Riverlands,To The Eyrie,7
Biter,Mockingbird,The Riverlands,To The Eyrie,7
Arya Stark,Mockingbird,The Riverlands,To The Eyrie,55
Sandor Clegane,Mockingbird,The Riverlands,To The Eyrie,55
Rorge,Mockingbird,The Riverlands,To The Eyrie,55
Arya Stark,Mockingbird,The Riverlands,To The Eyrie,9
Sandor Clegane,Mockingbird,The Riverlands,To The Eyrie,9
Jon Snow,Mockingbird,The Wall,Castle Black,18
Samwell Tarly,Mockingbird,The Wall,Castle Black,18
Grenn,Mockingbird,The Wall,Castle Black,18
Eddison Tollett,Mockingbird,The Wall,Castle Black,18
Jon Snow,Mockingbird,The Wall,Castle Black,34
Samwell Tarly,Mockingbird,The Wall,Castle Black,34
Grenn,Mockingbird,The Wall,Castle Black,34
Eddison Tollett,Mockingbird,The Wall,Castle Black,34
Janos Slynt,Mockingbird,The Wall,Castle Black,34
Alliser Thorne,Mockingbird,The Wall,Castle Black,34
Olly,Mockingbird,The Wall,Castle Black,34
Ghost,Mockingbird,The Wall,Castle Black,34
Jon Snow,Mockingbird,The Wall,Castle Black,118
Samwell Tarly,Mockingbird,The Wall,Castle Black,118
Janos Slynt,Mockingbird,The Wall,Castle Black,118
Alliser Thorne,Mockingbird,The Wall,Castle Black,118
Eddison Tollett,Mockingbird,The Wall,Castle Black,118
Pypar,Mockingbird,The Wall,Castle Black,118
Grenn,Mockingbird,The Wall,Castle Black,118
Othell Yarwyck,Mockingbird,The Wall,Castle Black,118
Tyrion Lannister,Mockingbird,The Crownlands,King's Landing,268
Bronn,Mockingbird,The Crownlands,King's Landing,268
Daenerys Targaryen,Mockingbird,Meereen,Meereen,156
Daario Naharis,Mockingbird,Meereen,Meereen,156
Melisandre,Mockingbird,The Crownlands,Dragonstone,237
Selyse Baratheon,Mockingbird,The Crownlands,Dragonstone,237
Daario Naharis,Mockingbird,Meereen,Meereen,20
Jorah Mormont,Mockingbird,Meereen,Meereen,20
Daenerys Targaryen,Mockingbird,Meereen,Meereen,176
Jorah Mormont,Mockingbird,Meereen,Meereen,176
Sandor Clegane,Mockingbird,The Riverlands,To The Eyrie,193
Arya Stark,Mockingbird,The Riverlands,To The Eyrie,193
Brienne of Tarth,Mockingbird,The Riverlands,Crossroads Inn,124
Podrick Payne,Mockingbird,The Riverlands,Crossroads Inn,124
Hot Pie,Mockingbird,The Riverlands,Crossroads Inn,124
Brienne of Tarth,Mockingbird,The Riverlands,Crossroads Inn,42
Podrick Payne,Mockingbird,The Riverlands,Crossroads Inn,42
Brienne of Tarth,Mockingbird,The Riverlands,Crossroads Inn,87
Podrick Payne,Mockingbird,The Riverlands,Crossroads Inn,87
Hot Pie,Mockingbird,The Riverlands,Crossroads Inn,87
Brienne of Tarth,Mockingbird,The Riverlands,Crossroads Inn,62
Podrick Payne,Mockingbird,The Riverlands,Crossroads Inn,62
Tyrion Lannister,Mockingbird,The Crownlands,King's Landing,300
Oberyn Martell,Mockingbird,The Crownlands,King's Landing,300
Sansa Stark,Mockingbird,The Vale,The Eyrie,41
Sansa Stark,Mockingbird,The Vale,The Eyrie,126
Robin Arryn,Mockingbird,The Vale,The Eyrie,126
Sansa Stark,Mockingbird,The Vale,The Eyrie,88
Petyr Baelish,Mockingbird,The Vale,The Eyrie,88
Sansa Stark,Mockingbird,The Vale,The Eyrie,39
Petyr Baelish,Mockingbird,The Vale,The Eyrie,39
Lysa Arryn,Mockingbird,The Vale,The Eyrie,39
Sansa Stark,Mockingbird,The Vale,The Eyrie,112
Lysa Arryn,Mockingbird,The Vale,The Eyrie,112
Sansa Stark,Mockingbird,The Vale,The Eyrie,92
Lysa Arryn,Mockingbird,The Vale,The Eyrie,92
Petyr Baelish,Mockingbird,The Vale,The Eyrie,92
Mole's Town Whore,The Mountain and the Viper,The Wall,Mole's Town,141
Kegs,The Mountain and the Viper,The Wall,Mole's Town,141
Black Jack Bulwer,The Mountain and the Viper,The Wall,Mole's Town,141
Mully,The Mountain and the Viper,The Wall,Mole's Town,141
Gilly,The Mountain and the Viper,The Wall,Mole's Town,141
Styr,The Mountain and the Viper,The Wall,Mole's Town,32
Tormund Giantsbane,The Mountain and the Viper,The Wall,Mole's Town,32
Ygritte,The Mountain and the Viper,The Wall,Mole's Town,32
Styr,The Mountain and the Viper,The Wall,Mole's Town,47
Tormund Giantsbane,The Mountain and the Viper,The Wall,Mole's Town,47
Ygritte,The Mountain and the Viper,The Wall,Mole's Town,47
Mole's Town Whore,The Mountain and the Viper,The Wall,Mole's Town,47
Kegs,The Mountain and the Viper,The Wall,Mole's Town,47
Black Jack Bulwer,The Mountain and the Viper,The Wall,Mole's Town,47
Mully,The Mountain and the Viper,The Wall,Mole's Town,47
Ygritte,The Mountain and the Viper,The Wall,Mole's Town,17
Gilly,The Mountain and the Viper,The Wall,Mole's Town,17
Baby Sam,The Mountain and the Viper,The Wall,Mole's Town,17
Samwell Tarly,The Mountain and the Viper,The Wall,Castle Black,111
Jon Snow,The Mountain and the Viper,The Wall,Castle Black,111
Pypar,The Mountain and the Viper,The Wall,Castle Black,111
Grenn,The Mountain and the Viper,The Wall,Castle Black,111
Eddison Tollett,The Mountain and the Viper,The Wall,Castle Black,111
Grey Worm,The Mountain and the Viper,Meereen,Meereen,54
Missandei,The Mountain and the Viper,Meereen,Meereen,54
Missandei,The Mountain and the Viper,Meereen,Meereen,67
Daenerys Targaryen,The Mountain and the Viper,Meereen,Meereen,67
Missandei,The Mountain and the Viper,Meereen,Meereen,162
Grey Worm,The Mountain and the Viper,Meereen,Meereen,162
Ramsay Snow,The Mountain and the Viper,The North,Moat Cailin,79
Theon Greyjoy,The Mountain and the Viper,The North,Moat Cailin,79
Theon Greyjoy,The Mountain and the Viper,The North,Moat Cailin,58
Theon Greyjoy,The Mountain and the Viper,The North,Moat Cailin,139
Ralf Kenning,The Mountain and the Viper,The North,Moat Cailin,139
Adrack Humble,The Mountain and the Viper,The North,Moat Cailin,139
Theon Greyjoy,The Mountain and the Viper,The North,Moat Cailin,20
Adrack Humble,The Mountain and the Viper,The North,Moat Cailin,20
Theon Greyjoy,The Mountain and the Viper,The North,Moat Cailin,31
Adrack Humble,The Mountain and the Viper,The North,Moat Cailin,31
Ramsay Snow,The Mountain and the Viper,The North,Moat Cailin,31
Petyr Baelish,The Mountain and the Viper,The Vale,The Eyrie,117
Yohn Royce,The Mountain and the Viper,The Vale,The Eyrie,117
Anya Waynwood,The Mountain and the Viper,The Vale,The Eyrie,117
Vance Corbray,The Mountain and the Viper,The Vale,The Eyrie,117
Petyr Baelish,The Mountain and the Viper,The Vale,The Eyrie,275
Yohn Royce,The Mountain and the Viper,The Vale,The Eyrie,275
Anya Waynwood,The Mountain and the Viper,The Vale,The Eyrie,275
Vance Corbray,The Mountain and the Viper,The Vale,The Eyrie,275
Sansa Stark,The Mountain and the Viper,The Vale,The Eyrie,275
Petyr Baelish,The Mountain and the Viper,The Vale,The Eyrie,106
Yohn Royce,The Mountain and the Viper,The Vale,The Eyrie,106
Anya Waynwood,The Mountain and the Viper,The Vale,The Eyrie,106
Barristan Selmy,The Mountain and the Viper,Meereen,Meereen,45
Little Bird,The Mountain and the Viper,Meereen,Meereen,45
Barristan Selmy,The Mountain and the Viper,Meereen,Meereen,94
Jorah Mormont,The Mountain and the Viper,Meereen,Meereen,94
Barristan Selmy,The Mountain and the Viper,Meereen,Meereen,191
Jorah Mormont,The Mountain and the Viper,Meereen,Meereen,191
Missandei,The Mountain and the Viper,Meereen,Meereen,191
Grey Worm,The Mountain and the Viper,Meereen,Meereen,191
Daenerys Targaryen,The Mountain and the Viper,Meereen,Meereen,191
Jorah Mormont,The Mountain and the Viper,Meereen,Meereen,23
Ramsay Snow,The Mountain and the Viper,The North,Moat Cailin,135
Roose Bolton,The Mountain and the Viper,The North,Moat Cailin,135
Ramsay Snow,The Mountain and the Viper,The North,Outside Winterfell,44
Roose Bolton,The Mountain and the Viper,The North,Outside Winterfell,44
Theon Greyjoy,The Mountain and the Viper,The North,Outside Winterfell,44
Sansa Stark,The Mountain and the Viper,The Vale,The Eyrie,79
Petyr Baelish,The Mountain and the Viper,The Vale,The Eyrie,79
Arya Stark,The Mountain and the Viper,The Vale,The Eyrie,89
Sandor Clegane,The Mountain and the Viper,The Vale,The Eyrie,89
Arya Stark,The Mountain and the Viper,The Vale,The Eyrie,39
Sandor Clegane,The Mountain and the Viper,The Vale,The Eyrie,39
Donnel Waynwood,The Mountain and the Viper,The Vale,The Eyrie,39
Petyr Baelish,The Mountain and the Viper,The Vale,The Eyrie,42
Robin Arryn,The Mountain and the Viper,The Vale,The Eyrie,42
Petyr Baelish,The Mountain and the Viper,The Vale,The Eyrie,25
Robin Arryn,The Mountain and the Viper,The Vale,The Eyrie,25
Sansa Stark,The Mountain and the Viper,The Vale,The Eyrie,25
Tyrion Lannister,The Mountain and the Viper,The Crownlands,King's Landing,345
Jaime Lannister,The Mountain and the Viper,The Crownlands,King's Landing,345
Tyrion Lannister,The Mountain and the Viper,The Crownlands,King's Landing,17
Tywin Lannister,The Mountain and the Viper,The Crownlands,King's Landing,5
Mace Tyrell,The Mountain and the Viper,The Crownlands,King's Landing,5
Cersei Lannister,The Mountain and the Viper,The Crownlands,King's Landing,5
Lord Varys,The Mountain and the Viper,The Crownlands,King's Landing,5
Jaime Lannister,The Mountain and the Viper,The Crownlands,King's Landing,5
Tyrion Lannister,The Mountain and the Viper,The Crownlands,King's Landing,23
Oberyn Martell,The Mountain and the Viper,The Crownlands,King's Landing,23
Ellaria Sand,The Mountain and the Viper,The Crownlands,King's Landing,23
Gregor Clegane,The Mountain and the Viper,The Crownlands,King's Landing,21
Tywin Lannister,The Mountain and the Viper,The Crownlands,King's Landing,21
Mace Tyrell,The Mountain and the Viper,The Crownlands,King's Landing,21
Cersei Lannister,The Mountain and the Viper,The Crownlands,King's Landing,21
Lord Varys,The Mountain and the Viper,The Crownlands,King's Landing,21
Jaime Lannister,The Mountain and the Viper,The Crownlands,King's Landing,21
Tyrion Lannister,The Mountain and the Viper,The Crownlands,King's Landing,21
Oberyn Martell,The Mountain and the Viper,The Crownlands,King's Landing,21
Ellaria Sand,The Mountain and the Viper,The Crownlands,King's Landing,21
Gregor Clegane,The Mountain and the Viper,The Crownlands,King's Landing,246
Tywin Lannister,The Mountain and the Viper,The Crownlands,King's Landing,246
Mace Tyrell,The Mountain and the Viper,The Crownlands,King's Landing,246
Cersei Lannister,The Mountain and the Viper,The Crownlands,King's Landing,246
Lord Varys,The Mountain and the Viper,The Crownlands,King's Landing,246
Jaime Lannister,The Mountain and the Viper,The Crownlands,King's Landing,246
Tyrion Lannister,The Mountain and the Viper,The Crownlands,King's Landing,246
Oberyn Martell,The Mountain and the Viper,The Crownlands,King's Landing,246
Ellaria Sand,The Mountain and the Viper,The Crownlands,King's Landing,246
