name,episode,location,sub_location,time
Cersei Lannister,S05E01,The Crownlands,King's Landing,93
Lancel Lannister,S05E01,The Crownlands,King's Landing,93
Loras Tyrell,S05E01,The Crownlands,King's Landing,54
Olyvar,S05E01,The Crownlands,King's Landing,54
Loras Tyrell,S05E01,The Crownlands,King's Landing,57
Olyvar,S05E01,The Crownlands,King's Landing,57
Margaery Tyrell,S05E01,The Crownlands,King's Landing,57
Loras Tyrell,S05E01,The Crownlands,King's Landing,52
Margaery Tyrell,S05E01,The Crownlands,King's Landing,52
Tyrion Lannister,S05E01,Pentos,Pentos,190
Lord Varys,S05E01,Pentos,Pentos,190
Hizdahr zo Loraq,S05E01,Meereen,Meereen,18
Daario Naharis,S05E01,Meereen,Meereen,18
Hizdahr zo Loraq,S05E01,Meereen,Meereen,72
Daario Naharis,S05E01,Meereen,Meereen,72
Missandei,S05E01,Meereen,Meereen,72
Daenerys Targaryen,S05E01,Meereen,Meereen,72
Barristan Selmy,S05E01,Meereen,Meereen,72
Grey Worm,S05E01,Meereen,Meereen,72
Daario Naharis,S05E01,Meereen,Meereen,149
Daenerys Targaryen,S05E01,Meereen,Meereen,149
Daenerys Targaryen,S05E01,Meereen,Meereen,96
Viserion,S05E01,Meereen,Meereen,96
Rhaegal,S05E01,Meereen,Meereen,96
Daenerys Targaryen,S05E01,Meereen,Meereen,7
Mance Rayder,S05E01,The Wall,Castle Black,264
Jon Snow,S05E01,The Wall,Castle Black,264
Mance Rayder,S05E01,The Wall,Castle Black,122
Melisandre,S05E01,The Wall,Castle Black,122
Stannis Baratheon,S05E01,The Wall,Castle Black,122
Davos Seaworth,S05E01,The Wall,Castle Black,122
Eddison Tollett,S05E01,The Wall,Castle Black,122
Alliser Thorne,S05E01,The Wall,Castle Black,122
Janos Slynt,S05E01,The Wall,Castle Black,122
Samwell Tarly,S05E01,The Wall,Castle Black,122
Tormund Giantsbane,S05E01,The Wall,Castle Black,122
Jon Snow,S05E01,The Wall,Castle Black,122
Selyse Baratheon,S05E01,The Wall,Castle Black,4
Shireen Baratheon,S05E01,The Wall,Castle Black,4
Mance Rayder,S05E01,The Wall,Castle Black,88
Melisandre,S05E01,The Wall,Castle Black,88
Stannis Baratheon,S05E01,The Wall,Castle Black,88
Davos Seaworth,S05E01,The Wall,Castle Black,88
Tormund Giantsbane,S05E01,The Wall,Castle Black,88
Selyse Baratheon,S05E01,The Wall,Castle Black,88
Shireen Baratheon,S05E01,The Wall,Castle Black,88
Eddison Tollett,S05E01,The Wall,Castle Black,88
Samwell Tarly,S05E01,The Wall,Castle Black,88
Jon Snow,S05E01,The Wall,Castle Black,88
Gilly,S05E01,The Wall,Castle Black,88
Mance Rayder,S05E01,The Wall,Castle Black,17
Mance Rayder,S05E01,The Wall,Castle Black,23
Tormund Giantsbane,S05E01,The Wall,Castle Black,23
Samwell Tarly,S05E01,The Wall,Castle Black,23
Gilly,S05E01,The Wall,Castle Black,23
Melisandre,S05E01,The Wall,Castle Black,23
Stannis Baratheon,S05E01,The Wall,Castle Black,23
Eddison Tollett,S05E01,The Wall,Castle Black,23
Jon Snow,S05E01,The Wall,Castle Black,23
Olly,S05E01,The Wall,Castle Black,23
Alliser Thorne,S05E01,The Wall,Castle Black,11
Janos Slynt,S05E01,The Wall,Castle Black,11
Mance Rayder,S05E01,The Wall,Castle Black,11
Samwell Tarly,S05E01,The Wall,Castle Black,11
Gilly,S05E01,The Wall,Castle Black,11
Selyse Baratheon,S05E01,The Wall,Castle Black,13
Shireen Baratheon,S05E01,The Wall,Castle Black,13
Mance Rayder,S05E01,The Wall,Castle Black,13
Tormund Giantsbane,S05E01,The Wall,Castle Black,13
Tormund Giantsbane,S05E01,The Wall,Castle Black,12
Stannis Baratheon,S05E01,The Wall,Castle Black,12
Mance Rayder,S05E01,The Wall,Castle Black,12
Jon Snow,S05E01,The Wall,Castle Black,12
Jon Snow,S05E01,The Wall,Castle Black,6
Arya Stark,S05E02,Braavos,Braavos,50
Ternesio Terys,S05E02,Braavos,Braavos,50
Arya Stark,S05E02,Braavos,Braavos,84
Ternesio Terys,S05E02,Braavos,Braavos,84
Arya Stark,S05E02,Braavos,Braavos,69
Faceless Man,S05E02,Braavos,Braavos,69
Arya Stark,S05E02,Braavos,Braavos,94
Podrick Payne,S05E02,The Vale,Inn,9
Brienne of Tarth,S05E02,The Vale,Inn,9
Podrick Payne,S05E02,The Vale,Inn,80
Brienne of Tarth,S05E02,The Vale,Inn,80
Inn Waitress,S05E02,The Vale,Inn,80
Petyr Baelish,S05E02,The Vale,Inn,80
Sansa Stark,S05E02,The Vale,Inn,80
Brienne of Tarth,S05E02,The Vale,Inn,179
Petyr Baelish,S05E02,The Vale,Inn,179
Sansa Stark,S05E02,The Vale,Inn,179
Eyrie Guard,S05E02,The Vale,Inn,179
Brienne of Tarth,S05E02,The Vale,Inn,19
Podrick Payne,S05E02,The Vale,Inn,19
Eyrie Guard,S05E02,The Vale,Inn,19
Brienne of Tarth,S05E02,The Vale,Outside the Inn,171
Podrick Payne,S05E02,The Vale,Outside the Inn,171
Eyrie Guard,S05E02,The Vale,Outside the Inn,171
Cersei Lannister,S05E02,The Crownlands,King's Landing,145
Jaime Lannister,S05E02,The Crownlands,King's Landing,145
Bronn,S05E02,The Crownlands,Castle Stokeworth,89
Lollys Stokeworth,S05E02,The Crownlands,Castle Stokeworth,89
Bronn,S05E02,The Crownlands,Castle Stokeworth,33
Lollys Stokeworth,S05E02,The Crownlands,Castle Stokeworth,33
Jaime Lannister,S05E02,The Crownlands,Castle Stokeworth,33
Bronn,S05E02,The Crownlands,Castle Stokeworth,51
Jaime Lannister,S05E02,The Crownlands,Castle Stokeworth,51
Ellaria Sand,S05E02,Dorne,The Water Gardens,29
Myrcella Baratheon,S05E02,Dorne,The Water Gardens,29
Trystane Martell,S05E02,Dorne,The Water Gardens,29
Ellaria Sand,S05E02,Dorne,The Water Gardens,63
Doran Martell,S05E02,Dorne,The Water Gardens,63
Areo Hotah,S05E02,Dorne,The Water Gardens,63
Ellaria Sand,S05E02,Dorne,The Water Gardens,4
Doran Martell,S05E02,Dorne,The Water Gardens,4
Myrcella Baratheon,S05E02,Dorne,The Water Gardens,4
Trystane Martell,S05E02,Dorne,The Water Gardens,4
Ellaria Sand,S05E02,Dorne,The Water Gardens,42
Doran Martell,S05E02,Dorne,The Water Gardens,42
Areo Hotah,S05E02,Dorne,The Water Gardens,42
Areo Hotah,S05E02,Dorne,The Water Gardens,7
Doran Martell,S05E02,Dorne,The Water Gardens,7
Daario Naharis,S05E02,Meereen,Meereen,83
Grey Worm,S05E02,Meereen,Meereen,83
Daario Naharis,S05E02,Meereen,Meereen,21
Grey Worm,S05E02,Meereen,Meereen,21
Son of the Harpy,S05E02,Meereen,Meereen,21
Daario Naharis,S05E02,Meereen,Meereen,14
Grey Worm,S05E02,Meereen,Meereen,14
Son of the Harpy,S05E02,Meereen,Meereen,14
Daenerys Targaryen,S05E02,Meereen,Meereen,91
Barristan Selmy,S05E02,Meereen,Meereen,91
Missandei,S05E02,Meereen,Meereen,91
Grey Worm,S05E02,Meereen,Meereen,91
Daario Naharis,S05E02,Meereen,Meereen,91
Mossador,S05E02,Meereen,Meereen,91
Hizdahr zo Loraq,S05E02,Meereen,Meereen,91
Daenerys Targaryen,S05E02,Meereen,Meereen,77
Barristan Selmy,S05E02,Meereen,Meereen,77
Tyrion Lannister,S05E02,Pentos,Pentos to Volantis,146
Lord Varys,S05E02,Pentos,Pentos to Volantis,146
Cersei Lannister,S05E02,The Crownlands,King's Landing,35
Dwarf Hunter #1,S05E02,The Crownlands,King's Landing,35
Dwarf Hunter #2,S05E02,The Crownlands,King's Landing,35
Qyburn,S05E02,The Crownlands,King's Landing,35
Meryn Trant,S05E02,The Crownlands,King's Landing,35
Kevan Lannister,S05E02,The Crownlands,King's Landing,178
Grand Maester Pycelle,S05E02,The Crownlands,King's Landing,178
Mace Tyrell,S05E02,The Crownlands,King's Landing,178
Cersei Lannister,S05E02,The Crownlands,King's Landing,178
Qyburn,S05E02,The Crownlands,King's Landing,178
Gilly,S05E02,The Wall,Castle Black,139
Shireen Baratheon,S05E02,The Wall,Castle Black,139
Samwell Tarly,S05E02,The Wall,Castle Black,139
Gilly,S05E02,The Wall,Castle Black,13
Shireen Baratheon,S05E02,The Wall,Castle Black,13
Samwell Tarly,S05E02,The Wall,Castle Black,13
Selyse Baratheon,S05E02,The Wall,Castle Black,13
Shireen Baratheon,S05E02,The Wall,Castle Black,29
Selyse Baratheon,S05E02,The Wall,Castle Black,29
Jon Snow,S05E02,The Wall,Castle Black,141
Stannis Baratheon,S05E02,The Wall,Castle Black,141
Davos Seaworth,S05E02,The Wall,Castle Black,141
Jon Snow,S05E02,The Wall,Castle Black,41
Samwell Tarly,S05E02,The Wall,Castle Black,41
Jon Snow,S05E02,The Wall,Castle Black,233
Samwell Tarly,S05E02,The Wall,Castle Black,233
Maester Aemon,S05E02,The Wall,Castle Black,233
Othell Yarwyck,S05E02,The Wall,Castle Black,233
Janos Slynt,S05E02,The Wall,Castle Black,233
Alliser Thorne,S05E02,The Wall,Castle Black,233
Denys Mallister,S05E02,The Wall,Castle Black,233
Mallister Supporter,S05E02,The Wall,Castle Black,233
Olly,S05E02,The Wall,Castle Black,233
Eddison Tollett,S05E02,The Wall,Castle Black,233
Othell Yarwyck,S05E02,The Wall,Castle Black,69
Samwell Tarly,S05E02,The Wall,Castle Black,69
Janos Slynt,S05E02,The Wall,Castle Black,69
Alliser Thorne,S05E02,The Wall,Castle Black,69
Denys Mallister,S05E02,The Wall,Castle Black,69
Olly,S05E02,The Wall,Castle Black,69
Jon Snow,S05E02,The Wall,Castle Black,69
Maester Aemon,S05E02,The Wall,Castle Black,69
Arya Stark,S05E02,Braavos,Braavos,44
Street Tough #1,S05E02,Braavos,Braavos,44
Street Tough #2,S05E02,Braavos,Braavos,44
Arya Stark,S05E02,Braavos,Braavos,7
Street Tough #1,S05E02,Braavos,Braavos,7
Street Tough #2,S05E02,Braavos,Braavos,7
Faceless Man,S05E02,Braavos,Braavos,7
Arya Stark,S05E02,Braavos,Braavos,4
Faceless Man,S05E02,Braavos,Braavos,4
Arya Stark,S05E02,Braavos,Braavos,67
Faceless Man,S05E02,Braavos,Braavos,67
Jaqen H'ghar,S05E02,Braavos,Braavos,67
Mossador,S05E02,Meereen,Meereen,33
Son of the Harpy,S05E02,Meereen,Meereen,33
Son of the Harpy,S05E02,Meereen,Meereen,13
Mossador,S05E02,Meereen,Meereen,100
Daenerys Targaryen,S05E02,Meereen,Meereen,100
Grey Worm,S05E02,Meereen,Meereen,100
Missandei,S05E02,Meereen,Meereen,100
Barristan Selmy,S05E02,Meereen,Meereen,100
Daario Naharis,S05E02,Meereen,Meereen,100
Daenerys Targaryen,S05E02,Meereen,Meereen,60
Grey Worm,S05E02,Meereen,Meereen,60
Barristan Selmy,S05E02,Meereen,Meereen,60
Missandei,S05E02,Meereen,Meereen,60
Daario Naharis,S05E02,Meereen,Meereen,60
Hizdahr zo Loraq,S05E02,Meereen,Meereen,60
Daenerys Targaryen,S05E02,Meereen,Meereen,98
Grey Worm,S05E02,Meereen,Meereen,98
Barristan Selmy,S05E02,Meereen,Meereen,98
Missandei,S05E02,Meereen,Meereen,98
Daario Naharis,S05E02,Meereen,Meereen,98
Hizdahr zo Loraq,S05E02,Meereen,Meereen,98
Mossador,S05E02,Meereen,Meereen,98
Daenerys Targaryen,S05E02,Meereen,Meereen,58
Grey Worm,S05E02,Meereen,Meereen,58
Barristan Selmy,S05E02,Meereen,Meereen,58
Missandei,S05E02,Meereen,Meereen,58
Daario Naharis,S05E02,Meereen,Meereen,58
Hizdahr zo Loraq,S05E02,Meereen,Meereen,58
Daenerys Targaryen,S05E02,Meereen,Meereen,19
Grey Worm,S05E02,Meereen,Meereen,19
Barristan Selmy,S05E02,Meereen,Meereen,19
Missandei,S05E02,Meereen,Meereen,19
Daario Naharis,S05E02,Meereen,Meereen,19
Daenerys Targaryen,S05E02,Meereen,Meereen,41
Daenerys Targaryen,S05E02,Meereen,Meereen,63
Drogon,S05E02,Meereen,Meereen,63
Arya Stark,S05E03,Braavos,Braavos,74
Jaqen H'ghar,S05E03,Braavos,Braavos,74
Despondent Man,S05E03,Braavos,Braavos,74
The Waif,S05E03,Braavos,Braavos,74
Arya Stark,S05E03,Braavos,Braavos,89
Jaqen H'ghar,S05E03,Braavos,Braavos,89
Arya Stark,S05E03,Braavos,Braavos,42
Despondent Man,S05E03,Braavos,Braavos,42
The Waif,S05E03,Braavos,Braavos,42
Cersei Lannister,S05E03,The Crownlands,King's Landing,21
Tommen Baratheon,S05E03,The Crownlands,King's Landing,33
Margaery Tyrell,S05E03,The Crownlands,King's Landing,33
Cersei Lannister,S05E03,The Crownlands,King's Landing,33
Loras Tyrell,S05E03,The Crownlands,King's Landing,33
Mace Tyrell,S05E03,The Crownlands,King's Landing,33
Grand Maester Pycelle,S05E03,The Crownlands,King's Landing,33
High Septon,S05E03,The Crownlands,King's Landing,33
Tommen Baratheon,S05E03,The Crownlands,King's Landing,180
Margaery Tyrell,S05E03,The Crownlands,King's Landing,180
Cersei Lannister,S05E03,The Crownlands,King's Landing,68
Tommen Baratheon,S05E03,The Crownlands,King's Landing,68
Margaery Tyrell,S05E03,The Crownlands,King's Landing,110
Cersei Lannister,S05E03,The Crownlands,King's Landing,110
Theon Greyjoy,S05E03,The North,Winterfell,57
Roose Bolton,S05E03,The North,Winterfell,105
Ramsay Snow,S05E03,The North,Winterfell,105
Theon Greyjoy,S05E03,The North,Winterfell,105
Petyr Baelish,S05E03,The North,Moat Cailin,185
Sansa Stark,S05E03,The North,Moat Cailin,185
Brienne of Tarth,S05E03,The North,Moat Cailin,26
Podrick Payne,S05E03,The North,Moat Cailin,26
Brienne of Tarth,S05E03,The North,Moat Cailin,313
Podrick Payne,S05E03,The North,Moat Cailin,313
Stannis Baratheon,S05E03,The Wall,Castle Black,156
Olly,S05E03,The Wall,Castle Black,156
Jon Snow,S05E03,The Wall,Castle Black,156
Davos Seaworth,S05E03,The Wall,Castle Black,156
Olly,S05E03,The Wall,Castle Black,104
Jon Snow,S05E03,The Wall,Castle Black,104
Davos Seaworth,S05E03,The Wall,Castle Black,104
Arya Stark,S05E03,Braavos,Braavos,47
The Waif,S05E03,Braavos,Braavos,47
Arya Stark,S05E03,Braavos,Braavos,45
The Waif,S05E03,Braavos,Braavos,45
Jaqen H'ghar,S05E03,Braavos,Braavos,45
Arya Stark,S05E03,Braavos,Braavos,115
Arya Stark,S05E03,Braavos,Braavos,31
Arya Stark,S05E03,Braavos,Braavos,27
Jaqen H'ghar,S05E03,Braavos,Braavos,27
Arya Stark,S05E03,Braavos,Braavos,17
Jaqen H'ghar,S05E03,Braavos,Braavos,17
The Waif,S05E03,Braavos,Braavos,17
Arya Stark,S05E03,Braavos,Braavos,83
The Waif,S05E03,Braavos,Braavos,83
Theon Greyjoy,S05E03,The North,Winterfell,62
Petyr Baelish,S05E03,The North,Winterfell,62
Sansa Stark,S05E03,The North,Winterfell,62
Roose Bolton,S05E03,The North,Winterfell,62
Ramsay Snow,S05E03,The North,Winterfell,62
Walda Bolton,S05E03,The North,Winterfell,62
Myranda,S05E03,The North,Winterfell,62
Sansa Stark,S05E03,The North,Winterfell,30
Old Woman,S05E03,The North,Winterfell,30
Jon Snow,S05E03,The Wall,Castle Black,178
Alliser Thorne,S05E03,The Wall,Castle Black,178
Janos Slynt,S05E03,The Wall,Castle Black,178
Samwell Tarly,S05E03,The Wall,Castle Black,178
Eddison Tollett,S05E03,The Wall,Castle Black,178
Bowen Marsh,S05E03,The Wall,Castle Black,178
Olly,S05E03,The Wall,Castle Black,178
Janos Slynt,S05E03,The Wall,Castle Black,108
Eddison Tollett,S05E03,The Wall,Castle Black,108
Jon Snow,S05E03,The Wall,Castle Black,108
Olly,S05E03,The Wall,Castle Black,108
Stannis Baratheon,S05E03,The Wall,Castle Black,108
Samwell Tarly,S05E03,The Wall,Castle Black,108
Alliser Thorne,S05E03,The Wall,Castle Black,108
Stannis Baratheon,S05E03,The Wall,Castle Black,6
Jon Snow,S05E03,The Wall,Castle Black,6
High Septon,S05E03,The Crownlands,King's Landing,41
The Stranger,S05E03,The Crownlands,King's Landing,41
The Warrior,S05E03,The Crownlands,King's Landing,41
The Smith,S05E03,The Crownlands,King's Landing,41
The Mother,S05E03,The Crownlands,King's Landing,41
The Maiden,S05E03,The Crownlands,King's Landing,41
The Crone,S05E03,The Crownlands,King's Landing,41
Olyvar,S05E03,The Crownlands,King's Landing,41
High Septon,S05E03,The Crownlands,King's Landing,4
The Stranger,S05E03,The Crownlands,King's Landing,4
The Maiden,S05E03,The Crownlands,King's Landing,4
Olyvar,S05E03,The Crownlands,King's Landing,4
High Septon,S05E03,The Crownlands,King's Landing,22
The Stranger,S05E03,The Crownlands,King's Landing,22
The Maiden,S05E03,The Crownlands,King's Landing,22
Olyvar,S05E03,The Crownlands,King's Landing,22
Lancel Lannister,S05E03,The Crownlands,King's Landing,22
High Septon,S05E03,The Crownlands,King's Landing,24
Lancel Lannister,S05E03,The Crownlands,King's Landing,24
Cersei Lannister,S05E03,The Crownlands,King's Landing,87
Grand Maester Pycelle,S05E03,The Crownlands,King's Landing,87
Qyburn,S05E03,The Crownlands,King's Landing,87
High Septon,S05E03,The Crownlands,King's Landing,87
Mace Tyrell,S05E03,The Crownlands,King's Landing,87
Meryn Trant,S05E03,The Crownlands,King's Landing,16
Cersei Lannister,S05E03,The Crownlands,King's Landing,16
Meryn Trant,S05E03,The Crownlands,King's Landing,169
Cersei Lannister,S05E03,The Crownlands,King's Landing,169
High Sparrow,S05E03,The Crownlands,King's Landing,169
Beggar Woman,S05E03,The Crownlands,King's Landing,169
Qyburn,S05E03,The Crownlands,King's Landing,11
Qyburn,S05E03,The Crownlands,King's Landing,44
Cersei Lannister,S05E03,The Crownlands,King's Landing,44
Gregor Clegane,S05E03,The Crownlands,King's Landing,44
Qyburn,S05E03,The Crownlands,King's Landing,9
Gregor Clegane,S05E03,The Crownlands,King's Landing,9
Sansa Stark,S05E03,The North,Winterfell,21
Theon Greyjoy,S05E03,The North,Winterfell,21
Sansa Stark,S05E03,The North,Winterfell,4
Ramsay Snow,S05E03,The North,Winterfell,4
Petyr Baelish,S05E03,The North,Winterfell,4
Ramsay Snow,S05E03,The North,Winterfell,18
Petyr Baelish,S05E03,The North,Winterfell,18
Ramsay Snow,S05E03,The North,Winterfell,30
Petyr Baelish,S05E03,The North,Winterfell,30
Roose Bolton,S05E03,The North,Winterfell,30
Petyr Baelish,S05E03,The North,Winterfell,128
Roose Bolton,S05E03,The North,Winterfell,128
Tyrion Lannister,S05E03,Volantis,Volantis,65
Lord Varys,S05E03,Volantis,Volantis,65
Tyrion Lannister,S05E03,Volantis,Volantis,33
Lord Varys,S05E03,Volantis,Volantis,33
Tyrion Lannister,S05E03,Volantis,Volantis,9
Lord Varys,S05E03,Volantis,Volantis,9
Red Priestess,S05E03,Volantis,Volantis,9
Red Priestess,S05E03,Volantis,Volantis,73
Tyrion Lannister,S05E03,Volantis,Volantis,73
Lord Varys,S05E03,Volantis,Volantis,73
Tyrion Lannister,S05E03,Volantis,Volantis,29
Lord Varys,S05E03,Volantis,Volantis,29
Brothel Guard,S05E03,Volantis,Volantis,29
Tyrion Lannister,S05E03,Volantis,Volantis,63
Lord Varys,S05E03,Volantis,Volantis,63
Sellsword #1,S05E03,Volantis,Volantis,63
Sellsword #2,S05E03,Volantis,Volantis,63
Jorah Mormont,S05E03,Volantis,Volantis,63
The Mother of Dragons,S05E03,Volantis,Volantis,63
Tyrion Lannister,S05E03,Volantis,Volantis,37
Clea,S05E03,Volantis,Volantis,37
Sellsword #1,S05E03,Volantis,Volantis,37
Sellsword #2,S05E03,Volantis,Volantis,37
The Mother of Dragons,S05E03,Volantis,Volantis,37
Tyrion Lannister,S05E03,Volantis,Volantis,64
Clea,S05E03,Volantis,Volantis,64
Clea,S05E03,Volantis,Volantis,5
Lord Varys,S05E03,Volantis,Volantis,5
Tyrion Lannister,S05E03,Volantis,Volantis,39
Jorah Mormont,S05E03,Volantis,Volantis,39
Jorah Mormont,S05E04,Volantis,Volantis,64
Tyrion Lannister,S05E04,Volantis,Volantis,64
Jaime Lannister,S05E04,The Stormlands,Tarth,25
Merchant Captain,S05E04,The Stormlands,Tarth,25
Jaime Lannister,S05E04,The Stormlands,Tarth,144
Bronn,S05E04,The Stormlands,Tarth,144
Cersei Lannister,S05E04,The Crownlands,King's Landing,61
Mace Tyrell,S05E04,The Crownlands,King's Landing,61
Qyburn,S05E04,The Crownlands,King's Landing,61
Grand Maester Pycelle,S05E04,The Crownlands,King's Landing,61
Cersei Lannister,S05E04,The Crownlands,King's Landing,27
Mace Tyrell,S05E04,The Crownlands,King's Landing,27
Qyburn,S05E04,The Crownlands,King's Landing,27
Grand Maester Pycelle,S05E04,The Crownlands,King's Landing,27
Meryn Trant,S05E04,The Crownlands,King's Landing,27
Cersei Lannister,S05E04,The Crownlands,King's Landing,6
Qyburn,S05E04,The Crownlands,King's Landing,6
Grand Maester Pycelle,S05E04,The Crownlands,King's Landing,6
Cersei Lannister,S05E04,The Crownlands,King's Landing,118
High Sparrow,S05E04,The Crownlands,King's Landing,118
Faith Militant #1,S05E04,The Crownlands,King's Landing,66
Faith Militant #2,S05E04,The Crownlands,King's Landing,66
Brothel Customer,S05E04,The Crownlands,King's Landing,66
Whore #1,S05E04,The Crownlands,King's Landing,66
Whore #2,S05E04,The Crownlands,King's Landing,66
Whore #3,S05E04,The Crownlands,King's Landing,66
Whore #4,S05E04,The Crownlands,King's Landing,66
Whore #5,S05E04,The Crownlands,King's Landing,66
Whore #6,S05E04,The Crownlands,King's Landing,66
Olyvar,S05E04,The Crownlands,King's Landing,21
Olyvar,S05E04,The Crownlands,King's Landing,19
Faith Militant #1,S05E04,The Crownlands,King's Landing,19
Faith Militant #2,S05E04,The Crownlands,King's Landing,19
Brothel Customer,S05E04,The Crownlands,King's Landing,19
Lancel Lannister,S05E04,The Crownlands,King's Landing,11
Lancel Lannister,S05E04,The Crownlands,King's Landing,33
Loras Tyrell,S05E04,The Crownlands,King's Landing,33
Margaery Tyrell,S05E04,The Crownlands,King's Landing,60
Tommen Baratheon,S05E04,The Crownlands,King's Landing,60
Tommen Baratheon,S05E04,The Crownlands,King's Landing,48
Cersei Lannister,S05E04,The Crownlands,King's Landing,48
Tommen Baratheon,S05E04,The Crownlands,King's Landing,75
Faith Militant #1,S05E04,The Crownlands,King's Landing,75
Lead Kingsguard,S05E04,The Crownlands,King's Landing,75
Tommen Baratheon,S05E04,The Crownlands,King's Landing,57
Margaery Tyrell,S05E04,The Crownlands,King's Landing,57
Olly,S05E04,The Wall,Castle Black,33
Selyse Baratheon,S05E04,The Wall,Castle Black,33
Jon Snow,S05E04,The Wall,Castle Black,33
Eddison Tollett,S05E04,The Wall,Castle Black,33
Stannis Baratheon,S05E04,The Wall,Castle Black,33
Shireen Baratheon,S05E04,The Wall,Castle Black,33
Selyse Baratheon,S05E04,The Wall,Castle Black,16
Stannis Baratheon,S05E04,The Wall,Castle Black,16
Melisandre,S05E04,The Wall,Castle Black,16
Stannis Baratheon,S05E04,The Wall,Castle Black,38
Melisandre,S05E04,The Wall,Castle Black,38
Olly,S05E04,The Wall,Castle Black,3
Jon Snow,S05E04,The Wall,Castle Black,3
Stannis Baratheon,S05E04,The Wall,Castle Black,3
Melisandre,S05E04,The Wall,Castle Black,3
Jon Snow,S05E04,The Wall,Castle Black,76
Samwell Tarly,S05E04,The Wall,Castle Black,76
Jon Snow,S05E04,The Wall,Castle Black,17
Samwell Tarly,S05E04,The Wall,Castle Black,17
Melisandre,S05E04,The Wall,Castle Black,17
Jon Snow,S05E04,The Wall,Castle Black,178
Melisandre,S05E04,The Wall,Castle Black,178
Stannis Baratheon,S05E04,The Wall,Castle Black,189
Shireen Baratheon,S05E04,The Wall,Castle Black,189
Sansa Stark,S05E04,The North,Winterfell,46
Sansa Stark,S05E04,The North,Winterfell,270
Petyr Baelish,S05E04,The North,Winterfell,270
Jaime Lannister,S05E04,Dorne,Dorne,36
Bronn,S05E04,Dorne,Dorne,36
Jaime Lannister,S05E04,Dorne,Dorne,90
Bronn,S05E04,Dorne,Dorne,90
Jaime Lannister,S05E04,Dorne,Dorne,35
Bronn,S05E04,Dorne,Dorne,35
Jaime Lannister,S05E04,Dorne,Dorne,182
Bronn,S05E04,Dorne,Dorne,182
Lead Dornish Guard,S05E04,Dorne,Dorne,182
Jaime Lannister,S05E04,Dorne,Dorne,46
Bronn,S05E04,Dorne,Dorne,46
Ellaria Sand,S05E04,Dorne,Dorne,50
Obara Sand,S05E04,Dorne,Dorne,50
Tyene Sand,S05E04,Dorne,Dorne,50
Nymeria Sand,S05E04,Dorne,Dorne,50
Ellaria Sand,S05E04,Dorne,Dorne,84
Obara Sand,S05E04,Dorne,Dorne,84
Tyene Sand,S05E04,Dorne,Dorne,84
Nymeria Sand,S05E04,Dorne,Dorne,84
Merchant Captain,S05E04,Dorne,Dorne,84
Jorah Mormont,S05E04,Volantis,Volantis to Valyria,207
Tyrion Lannister,S05E04,Volantis,Volantis to Valyria,207
Daenerys Targaryen,S05E04,Meereen,Meereen,63
Barristan Selmy,S05E04,Meereen,Meereen,63
Daenerys Targaryen,S05E04,Meereen,Meereen,31
Barristan Selmy,S05E04,Meereen,Meereen,31
Daario Naharis,S05E04,Meereen,Meereen,31
Daenerys Targaryen,S05E04,Meereen,Meereen,32
Daario Naharis,S05E04,Meereen,Meereen,32
Hizdahr zo Loraq,S05E04,Meereen,Meereen,32
Missandei,S05E04,Meereen,Meereen,32
Daenerys Targaryen,S05E04,Meereen,Meereen,1
Daario Naharis,S05E04,Meereen,Meereen,1
Hizdahr zo Loraq,S05E04,Meereen,Meereen,1
Missandei,S05E04,Meereen,Meereen,1
Daenerys Targaryen,S05E04,Meereen,Meereen,2
Daario Naharis,S05E04,Meereen,Meereen,2
Hizdahr zo Loraq,S05E04,Meereen,Meereen,2
Missandei,S05E04,Meereen,Meereen,2
Daenerys Targaryen,S05E04,Meereen,Meereen,3
Daario Naharis,S05E04,Meereen,Meereen,3
Hizdahr zo Loraq,S05E04,Meereen,Meereen,3
Missandei,S05E04,Meereen,Meereen,3
Vala,S05E04,Meereen,Meereen,22
Second Son,S05E04,Meereen,Meereen,22
Vala,S05E04,Meereen,Meereen,27
Second Son,S05E04,Meereen,Meereen,27
Grey Worm,S05E04,Meereen,Meereen,60
Barristan Selmy,S05E04,Meereen,Meereen,18
Grey Worm,S05E04,Meereen,Meereen,29
Grey Worm,S05E04,Meereen,Meereen,12
Grey Worm,S05E04,Meereen,Meereen,73
Barristan Selmy,S05E04,Meereen,Meereen,73
Grey Worm,S05E05,Meereen,Meereen,20
Missandei,S05E05,Meereen,Meereen,20
Daenerys Targaryen,S05E05,Meereen,Meereen,92
Daario Naharis,S05E05,Meereen,Meereen,92
Barristan Selmy,S05E05,Meereen,Meereen,92
Hizdahr zo Loraq,S05E05,Meereen,Meereen,92
Daenerys Targaryen,S05E05,Meereen,Meereen,94
Daario Naharis,S05E05,Meereen,Meereen,94
Hizdahr zo Loraq,S05E05,Meereen,Meereen,94
Great Master #1,S05E05,Meereen,Meereen,94
Great Master #2,S05E05,Meereen,Meereen,94
Great Master #3,S05E05,Meereen,Meereen,94
Great Master #4,S05E05,Meereen,Meereen,94
Great Master #5,S05E05,Meereen,Meereen,94
Great Master #6,S05E05,Meereen,Meereen,94
Great Master #7,S05E05,Meereen,Meereen,94
Daenerys Targaryen,S05E05,Meereen,Meereen,23
Daario Naharis,S05E05,Meereen,Meereen,23
